Accession,WTB-001,WTB-002,WTB-003,WTB-004,WTB-005,WTB-006,WTB-007,WTB-008,WTB-009,WTB-010
Q9Y277,57.75,79.5,76.1,86.5,58.4,50.1,87.96666667,57.1,69.5,95.35
K7EQA1,53.25,105.1,76.1,60.2,42.3,38.6,63.76666667,35.5,53.3,60.25
Q9BQ67,66.75,100.9,76,122.6,33.6,52.6,82.2,28.1,90.7,60.75
G3V2S9,60.45,72.6,76,72.1,48.6,57.5,56.46666667,35.1,63.5,61.6
A0A0B4J231,58.8,66.1,76,167.3,89.4,237.2,87.03333333,29.5,107,83.55
P38646,66.15,76.9,75.8,61.3,59.5,53.6,59.36666667,37.9,55.3,61.45
Q8WUM4,65.1,84.3,75.8,82.4,54.4,70.3,87.73333333,44.2,83.1,93.4
P20073,81,88.5,75.7,113.8,87,55.6,81.9,54,95.2,82.45
Q9Y333,64.6,78.7,75.7,60.2,50.5,27.4,69.23333333,40.1,54.2,49.9
D6REY1,98.45,97.4,75.6,112.3,36.4,43.5,176.1333333,40.2,56.7,120.35
P36406,94.3,114.9,75.6,83.1,51.8,55.3,124.4333333,93.5,67.7,83.45
P22894,66.25,92.4,75.6,72.3,52.6,43.5,105.1666667,117.2,127.2,153.55
A0AVT1,72.95,90.9,75.6,74.9,31.7,89.9,83.03333333,19.6,69,58.75
P54136,54.2,90.5,75.6,80.8,54.6,50.9,85.1,37.1,86.7,58.75
E9PLK3,105.25,94.3,75.5,97.1,87.3,73.9,96.46666667,51.9,71.8,111.75
A0A087WTA8,40.3,99.5,75.4,33.5,35.6,29.5,79.4,47.4,553.3,55.85
P61224,64.2,68.3,75.3,90.7,101.9,81.5,65.3,62,117.5,67.55
P62195,74.7,90.6,75.2,100.2,44.5,63.5,106.1333333,45.5,63.1,68.2
A6NKB8,113.4,99.9,75,80.7,122,59.8,67.53333333,74.3,63.2,107.35
O43242,66.6,72.3,75,92.9,58.6,51.4,88.66666667,61.6,63.3,95.2
P05120,89.45,60.5,75,106.8,54.8,463.9,62.7,31,61.3,84.4
O75531,67.55,94.1,75,77.7,43.7,29.8,89.96666667,22.7,63.9,64.45
A0A087WW43,146.45,88.6,74.9,99.4,62.1,59.6,128.8666667,29.5,72.7,93.8
Q7L5N7,118.95,98,74.8,85.1,44,50.6,167.8666667,44.6,89.8,92.25
Q9UJ70,92.7,89.4,74.8,69.3,64.1,37.9,159.1,63.6,74,114.45
P29622,71.25,84.1,74.8,106.8,37,39.2,222.7,47.4,58.5,78.9
O43615,87.35,108.7,74.7,114,27,25.7,73.93333333,35.6,53,92.85
P41439,56.9,84.6,74.6,61.3,57.7,53.1,65.9,73.9,82.5,279.05
O95810,60.75,78.5,74.6,136.9,58.6,38.6,71.36666667,23.9,49,45.15
Q96QK1,102.15,84.7,74.5,90.8,82.8,53.7,99.7,46.1,67,86.35
E9PNJ1,72.8,75.2,74.4,85.3,65.1,53.1,144.0666667,67.4,104.1,123
Q16629,73.95,89.1,74.4,87.1,62.5,50.1,45.6,45.7,43.9,71.45
Q9NTZ6,63.55,79.2,74.3,60.3,44.8,29.9,57.3,25.2,35.2,57.75
P18206,63.8,100,74.3,80.6,59.9,57.7,74.63333333,39.7,67.3,64.55
Q9UHD1,53.95,65.3,74.2,99.1,42.5,27.4,37.46666667,5.8,43.3,41.3
P19878,118.05,74.7,74,75.3,88.9,46,120.7,114.9,84.5,101.35
P11021,65.55,97.2,74,91,76.8,69.1,68.23333333,56.3,74.4,68.15
P21810,54.6,108.6,74,68.1,56.1,42.4,62.36666667,26.8,566.2,52.25
P51692,89.2,77.8,73.9,62.5,62,33.1,58.2,29.9,73,87.15
P12956,65.8,81.9,73.9,77.6,49.6,41.6,64.46666667,41,49.6,72.1
P51884,59,161.9,73.9,68.3,69.1,91.4,65.13333333,36.9,473.3,63.85
P50225,123,87.6,73.8,88,75.5,46.6,126.3,104.5,59.6,80.7
P05089,77.7,73.8,73.8,155.4,92.1,127.4,56.6,109.1,86.5,67.4
Q15393,58.25,84.5,73.7,71.5,34.1,39.4,87.6,18.2,63,65.65
Q9UM07,200.8,52.1,73.6,78.6,82.1,43.4,71.76666667,116.8,72.5,148.15
Q15907,68.05,66.2,73.6,86.5,115.8,85.1,66.1,53.2,72.9,77.75
Q92973,70.5,87.7,73.5,83.1,43.1,51.7,80.9,30.1,61,75.3
P49327,63.1,92.9,73.5,94.8,40.5,44.4,81.66666667,31.6,66.4,69.15
Q99714,55.3,77.4,73.5,78.8,48.5,50.6,87.73333333,34.8,84.6,76.45
E9PQD6,57.2,89.1,73.5,85.3,57.7,54.7,65.46666667,26.3,42,344.25
P04004,120,57.8,73.4,66.4,149.7,163.4,99.43333333,63.7,90.5,69.6
Q02790,77.65,85.3,73.4,101.9,59.3,81.5,74.2,31.9,81.4,73.15
O75923,83.25,91.2,73.4,61.6,85.7,42.4,167,47,50.2,94.95
Q16222,60.5,83.8,73.4,75.8,57,35,74.23333333,27.6,57.5,74.1
O15212,58.45,111.9,73.3,76.2,63.7,39.5,65.13333333,38.1,55.6,65.8
P50395,59.8,76.5,73.3,100.6,42.3,38,50.66666667,31.5,50,59.2
O76096,61.7,33.2,73.3,218.4,304.2,240.2,25.46666667,167.9,152.6,38.2
P62318,71.65,84.1,73.2,76.2,51.9,34.6,73.66666667,37.8,86.6,65.2
P08185,77.7,81.5,73.1,86.6,82,86.7,130.4666667,72.7,71.8,127.8
P24539,63.7,85.8,73,68,53.8,50.1,137.5666667,47.3,47.7,88.75
A0A087WX29,56.8,90,73,81.7,46.7,42.4,58.43333333,32,51.8,51.65
H0YHG0,70.1,88.9,72.9,84.7,62.2,60.5,69.9,42.5,71.7,65.05
P28066,46.55,87.4,72.9,78.7,41,35,63.26666667,27.1,76.9,45.65
P26373,57.25,103,72.8,93.5,32.9,35.7,42.66666667,32.9,39.8,46.05
P52790,125.75,103.6,72.7,72.1,76.4,37.8,129.7333333,53.8,89,129.85
P43490,107.4,84.5,72.7,91.4,82.4,63.7,87.06666667,64.6,97.4,102.8
Q92783,61.9,139,72.7,118,43.9,54.3,46.1,15.2,348.8,83
Q7L9L4,109.55,101.1,72.5,69.1,76.5,39.3,89.13333333,41.1,90.6,124.6
H3BPG0,68.2,84.9,72.4,58,52.4,48.9,94.16666667,77.8,159.4,79.95
P78371,56.35,74.5,72.4,149,37,57.7,68.73333333,34.7,64.3,58.3
P12110,53.65,144.1,72.3,26.4,41.8,56,171.6666667,48.3,291.3,42.75
C9J5C3,67.3,74.6,72.1,89.2,44.6,44.9,99.16666667,51.1,73.4,76.6
Q13283,56.45,67.4,72.1,106.5,29.2,24,61.3,17.4,49.7,37.35
P62310,46.25,78.8,72.1,87.4,35.3,33,53.13333333,18.5,128.4,44.4
P07357,109.1,77.4,71.9,76,123,89.7,97.46666667,108.7,94,104.15
Q9GZL7,54.7,77.4,71.9,106.2,20.3,32.9,88.5,47.8,103.7,66.75
Q9Y224,52.8,89.5,71.9,94.7,32.5,48.4,81.23333333,26.5,76.7,70.1
O00161,61.75,75.1,71.8,74.8,37.1,37.6,207.1666667,31.6,65.9,54.15
C9J4T8,55.35,128.3,71.8,44.6,47.9,22.7,83,86.4,43.3,92.95
Q6UX06,64.05,51.2,71.8,100.9,95.2,111.1,80.1,68.5,47.8,92.9
P78417,57.85,81.1,71.7,96.7,58.9,61,63.2,62.3,54.8,57.4
P22314,62,85.5,71.7,108.7,68.5,60.3,84.2,26.2,78.9,67.45
Q04695,135.65,44.8,71.6,227.6,46.2,266.6,42.33333333,21.6,46.4,132.1
Q9HCY8,89.15,70.1,71.6,237.6,49.5,235.7,57.3,34.5,69.3,148.8
A8MXP9,63.05,75.9,71.6,88.7,52,56.3,57.43333333,44.5,52.6,54.5
P30040,80.65,82.5,71.4,81.9,63.3,65,77.5,79,77.3,74.35
P14868,58.1,82.6,71.4,65.8,47,37.2,86.2,25.9,79.4,56.55
P49720,60.25,78.8,71.4,137.2,36.8,39.5,60.96666667,15.7,56.8,59.1
H0YL12,40.85,83.6,71.4,69,32.2,32,105.9333333,12.2,54.6,48.75
Q96C19,88.2,90.9,71.3,71,74.1,39.4,95.73333333,80.6,53.7,174.15
Q96DG6,66,68.3,71.3,60.3,70.1,51.1,48.26666667,29.8,50.7,52
P0DOY2,75.3,53.2,71.3,192.4,90.9,256.4,70.73333333,46.5,158.9,79.15
P48047,71.45,82.4,71.2,61.3,52,47.5,78.56666667,28.5,47.9,70.7
Q7Z7K6,79.05,90,71.2,111.1,41.5,20.3,120.5333333,24.4,47.3,90.65
P18669,67.25,89.9,71.2,104,67.6,60.8,94.36666667,41.2,76.4,96.3
Q09161,68.65,73.9,71.1,70.3,45.8,63.8,67.63333333,44.1,83.7,74.05
P46781,68.8,83.4,71,85.4,53.2,64.6,66.2,60.2,45.4,86.6
P08246,60.15,79.9,71,58.2,90.1,55.4,122.3666667,240.8,47.7,105.3
O75369,67.2,76.2,71,149.6,60.4,149,82.2,40.7,75.4,75.15
P38919,58.75,74.7,71,68.7,49.6,65.1,76.83333333,36.3,92.7,59.7
P63104,81.15,109.7,70.9,81.3,119,68.7,59.56666667,78.4,28.7,135.6
H0Y512,83.35,71,70.9,155,101.8,66.3,110.1,125.4,88.5,121.2
P61247,61.6,79.6,70.9,77.9,43.1,52.8,45.13333333,28.7,67.1,59.8
P58546,70.1,80.9,70.9,149.1,82.8,68.6,58.7,29.6,47.5,55.3
H0Y4R1,54.25,84.1,70.9,71.7,38.9,43.6,69.6,23.6,54.6,64.2
Q9Y295,70.65,82.8,70.9,131.7,36.7,26.5,62.23333333,59.4,53.1,40.25
P23381,94.15,77.6,70.8,80.2,47.8,53.5,53.8,51.2,46.2,99.5
P54920,58,82.9,70.8,144,61.6,191.3,66.56666667,27.7,73.5,76.3
A0A0J9YX77,81.9,98.8,70.7,64,59.7,36.4,189.7,53.1,69.8,104.9
P31947,83,79.5,70.7,266.7,86.1,243.9,64.33333333,25.7,50.2,95.35
Q13451,60.6,79.6,70.7,74.3,49,48.9,58.93333333,42.6,56,61.2
P55072,58.5,94.7,70.7,99.7,47.8,60.6,60.5,31.1,55.7,58.5
P02647,87.75,96.3,70.6,187.7,91.6,159,79.36666667,94,56.5,127.75
Q07666,44.45,63.8,70.6,66.1,64.2,59.6,49.7,36.6,47.2,52.95
P01871,41.9,48.2,70.6,106.3,69.3,204.1,101.1333333,31.7,334.2,68.5
Q5W0H4,77.75,86.9,70.5,109,83,52.6,63.2,66.4,33.9,112.6
P30043,54.35,71.2,70.5,185.3,57.1,72.5,54.36666667,43.6,57.3,47.2
P01019,78.6,132,70.4,199.6,75.6,70.2,145.3333333,89.6,57.9,69.25
P01042,73.4,73.2,70.3,142.8,108.2,134.7,84.8,48.2,145.6,146.9
C9J8H1,86.8,100.8,70.2,105.4,67.2,75.1,122.9,62,61.6,70.8
M0QY67,64.4,68.1,70.2,59.5,89.1,57,55.23333333,36.1,66.8,58
Q9UII2,55.4,61.9,70.2,26.7,43.5,79,31.83333333,17.8,23.1,24.9
P67775,62.5,73.8,70.1,129.7,50.4,48.3,91.93333333,27.1,51.5,69.2
H0YLP3,59.05,68.3,70,51.5,42.5,32,94.3,50.1,41.7,52.75
Q92945,54.85,63.2,70,48.9,47.3,41,44.16666667,30.6,31,46.65
P22748,116.85,58.9,69.9,63.6,77.9,26.5,162.6333333,144.1,70.9,114
J3KN67,46.65,104,69.9,104,34.1,76.3,41.26666667,30.9,44.1,42.25
Q13442,67.15,99.5,69.8,99.5,54.4,68.3,69.36666667,31.4,48.3,57.25
J3KTL2,48.95,77.3,69.8,65.1,55.9,37.2,51.8,29.5,86.6,82.45
P12277,68,77.9,69.7,65.6,46.6,45.1,87.43333333,31,54.5,75
P53396,71.2,86.2,69.6,83.3,45.3,42,73.23333333,36.7,87.1,73.9
P51888,60.2,131.5,69.6,89.8,42.5,37.9,52.26666667,20.9,609.4,53.8
E5RIV1,95.35,88.4,69.5,138.2,73.3,215.8,80.6,44.5,88.6,79.55
F8W8N3,69,95.8,69.5,116.8,58.8,57,60.4,31.9,53.4,66.9
P05164,73.4,68.3,69.3,70.7,60.2,44.2,155.5666667,147.5,70.3,98.75
H7BY91,61.1,97,69.2,56.6,48,31.1,66.86666667,50.9,69.6,65.95
Q6ZQN7,71.75,82,69.1,80.4,97.5,24,87.5,124.4,76.5,97.4
P29692,62.55,74.8,69.1,91.4,46.5,46.2,78.1,30.8,47.8,69.25
P20618,62.5,85.2,68.7,98.5,59.6,49.4,72.7,36.8,57,78.35
P25311,94.9,91.4,68.6,81,101.6,84.7,100,159.1,53.6,157.6
B7Z7P8,71.95,90.3,68.6,102.5,52.7,46.4,70.6,41,54.5,65.15
P25815,84.55,86.6,68.4,56,66.8,29.3,216,60.6,42.7,96.1
Q9NR30,62.95,78.5,68.4,80.7,41.3,53.8,77.53333333,26.6,56.4,56.65
E9PCY7,57.15,71.7,68.3,77.7,51.7,57.8,81.06666667,35,43.8,63.4
P34932,63.3,75.1,68.2,94.5,40,43.2,76.13333333,31.5,62.9,61.9
Q16531,57.85,96,68.2,88.3,61.5,58.4,102.1333333,29.5,74.3,75.8
Q15080,126.35,71.9,68.1,65.4,79.3,46.2,152,94.1,161.6,76.7
Q5R3B4,59.8,80.9,68.1,55.6,99.6,40.9,65.8,98.5,60.4,79.4
Q99436,53,70.1,68.1,62.3,51.7,30.9,43.3,31.9,36.3,38.35
P09669,62.1,79.3,68,74.9,57.8,45.7,70.9,65.4,103.1,69.7
E9PQN9,71.5,81.7,67.9,72.2,54.4,50.2,116,70.4,98,106.75
P22528,72.9,62.3,67.9,279.2,67.4,181.6,69.2,57.5,69.8,104.9
P78324,80.2,94.3,67.8,241.2,53,64.4,54.53333333,38.2,81.8,95.15
F5H423,50.55,61.4,67.8,65.3,34.1,29.1,58.26666667,36.9,49.4,56.2
D6W5Y5,47.95,103.1,67.8,72.8,31.1,31.2,87.1,22.2,101.3,75.65
P62879,123.8,82.1,67.7,55.3,84.2,37.2,106.9333333,54.5,97.7,174
P02100,62.85,90,67.6,75.1,49.3,36.3,70.9,29.7,47.6,66.5
P07476,83.95,52.3,67.5,426.4,57.2,77.2,49.86666667,37.4,57.1,136.35
Q9NQ29,61.9,44.4,67.5,124.8,148.7,106.2,53.06666667,95.7,108.1,65
Q14974,60.2,75.9,67.4,72.1,52.1,35.9,54.46666667,26.4,73.4,57.75
P07737,96.85,65.2,67.1,59.1,160.6,78.4,72.83333333,58.3,54.5,72.35
P28482,75.05,77.4,67,66.4,66.1,74.5,65.73333333,85.7,84.2,89.65
P30086,59.8,65.8,67,63.2,46.9,42.8,62.46666667,46.2,49.2,103.15
Q9BRL6,58.25,80.4,67,81.3,58,41.5,51.73333333,51.9,34.5,69.8
P21796,54.2,85.1,67,69.9,47.3,45.3,94.33333333,41.8,65.2,65.2
Q16658,57.2,102.2,67,76.8,43.5,38.9,52.56666667,28.4,31.7,53.95
O43866,52.25,86.5,67,77.8,54.6,77.8,146.3666667,23.6,238.6,82.5
P41218,144.75,70.6,66.9,48.5,146,64,110.0666667,133.8,82.4,108.35
C9JLV4,97.6,76.5,66.9,148.5,74.2,54,137.6,61.8,79.9,97.25
I3L3U1,58.7,76.9,66.9,87,55.4,42,50.93333333,26.8,62.2,46.8
Q5TEC6,171.4,60.5,66.8,78,230.4,119.6,61.36666667,95.6,61.2,93
P11413,80.65,72,66.8,72.8,88.8,53.7,82,86.7,65.7,99.8
P09960,100.45,75.7,66.7,94.7,137.1,46.3,79.2,131.4,55.6,160.9
Q15008,70.3,99,66.7,57.9,54.7,55.5,73.43333333,44.4,38.4,78.6
O60506,62.3,75.3,66.7,83.2,48.4,44.9,70.4,35,59.4,66.9
P26368,57.85,78.9,66.6,55.5,34.4,46.6,70.06666667,26.3,49.7,55.55
Q04917,67.1,88,66.5,92.6,80,61.2,55.13333333,35,69.8,76.05
H0YL69,60.6,72.5,66.5,67.3,32.3,39.5,57.7,30.2,49.6,51.5
P31146,148.75,65.1,66.4,62.6,210.1,75.5,63.96666667,121,78.6,109.85
B1AKG0,144,78.1,66.4,70.3,81.1,66.3,132.4666667,23.6,57.3,123.15
Q10588,73.1,78.9,66.4,72.8,47.4,36.2,210.5666667,51.3,86.6,92
P43686,65.1,84.7,66.4,68.8,25.6,41.5,72.66666667,29.2,59.1,71.25
A0A2R8Y653,42.35,73.6,66.4,61.2,32.4,36,58.46666667,21.2,48.7,52.7
P26583,114.5,71.5,66.3,29.8,191.5,49,49.76666667,131.5,31.2,143.1
Q9UKV3,71.8,98.6,66.3,53,28,23.4,66.33333333,61.6,33,83.35
P14854,65.5,98.9,66.3,134.8,33.7,185.6,118.2333333,18,61.8,55.8
P15153,160.6,57.9,66.2,71.1,175.1,82,82.06666667,116.3,48.9,100.65
P52565,65.65,95.6,66.1,72.1,100.5,49.6,64.73333333,56.2,48.3,111.25
P62269,61.5,91.7,66.1,75.8,32,32.4,48.13333333,40.4,31.1,63.6
P04114,53.75,83.2,66,82.5,50.1,31.9,175.4666667,50,143.5,128.05
A0A087WYF2,54.7,74,66,76.7,46.8,54.2,45.26666667,27.7,44.7,44.95
P08575,80.9,72.4,65.9,77.3,101.4,46.2,139.9,57.7,89.6,130.2
P23396,52.7,80.6,65.8,77.2,34.5,33.3,59,29.8,46.9,52.7
P62081,49.95,52.2,65.7,39.1,53.9,44.8,41.9,53.6,19.7,49.7
C9JA93,63,141.5,65.7,71.5,55.3,0,75.46666667,42.8,78.8,76.85
A0A2R8Y738,48.1,69.7,65.5,39.5,45.6,35.3,54.33333333,52.6,38,52.65
I3L3P7,53.3,78,65.4,95,39.8,45.9,85.46666667,38.4,44.2,54.1
P68371,54.75,76.4,65.4,86.3,45.8,78,59.86666667,28,57.2,48.65
P53801,88.15,92.9,65.3,68.1,24.9,47.3,168.7333333,24.9,70.3,120.85
H0YDE4,66.7,96.9,65.3,75.5,42.9,58.9,76.93333333,29.1,61,59.15
P40199,60.7,62.1,65.3,179.5,67.8,49.9,124.2,96.5,68.4,111.8
P09917,93.75,59.6,65.2,107.1,68,80,149.4,67.6,111.4,98.55
Q15758,52.15,89.6,65.2,52.8,21.4,20.3,69.2,17.7,37.6,41.85
P23526,52.5,62.8,65.2,59.1,42.5,40.8,70.96666667,38.5,45.6,70.7
G3XD11,45.1,69,65.2,45.5,29.7,31.2,301.4,19.8,38.6,40.45
P48668,149.5,55.1,65.1,163,55,108.2,45.5,24.2,59.6,225.8
Q8IYB3,87.3,120.9,65,133.1,0,27.4,112.8666667,0,90.8,68.8
A6NLN1,49.5,68.7,64.8,84.9,36.7,41.4,69.16666667,34,64.2,70.4
P25205,52.65,74.8,64.7,69.1,49.8,59,60.1,27.2,46.5,45.5
P11221,57.5,101.4,64.7,59,56,41.4,202.1666667,77.3,51.5,84.2
P62701,49.25,79.7,64.7,78.1,48.5,49,66.36666667,28.6,50.7,57.75
P11766,60.4,72.7,64.6,83.7,52,37.9,61.1,39.5,60.6,55.9
P09525,110.75,68.1,64.5,57,120.3,42.4,118.6666667,161.4,84.9,83.55
O15144,102.9,76.3,64.4,40.9,99,39.6,115.3666667,149.8,48.4,140.95
P52209,105.05,76.6,64.4,65.5,184.8,51.8,71.06666667,69.4,76.6,108.6
Q9UBT2,57.2,71.5,64.4,52.4,62,27.7,67.06666667,20.4,62.8,56.7
P39687,61.65,68,64.4,75,47.6,40.3,67.9,41.5,61.9,64.9
P02763,52.4,72.7,64.4,93.4,91.1,80.8,181.5333333,35.7,68.7,137.55
Q08477,88,87.8,64.3,79.1,72.6,43.3,95.13333333,44.7,84.2,118.8
O75390,57.7,84.6,64.3,56.1,38.8,37.4,150.6,54.5,45.6,81.85
P16402,132.5,66.9,64.2,51.8,103.9,47.9,34,153.2,28.7,120.9
A0A3B3ITJ4,59.4,76.4,64.2,73.1,61.3,47.8,55.4,39.4,49.9,71.55
P02750,64.75,78.1,64.2,110.4,71.4,91.5,96.86666667,27.5,192.7,162.5
A0A590UJ17,90.5,104.5,64.1,172.7,116.2,147.6,58.46666667,129,65,116.75
P01876,102.1,81.4,64.1,198.5,97.4,375.7,41.7,16.4,73,92.95
Q15102,75.5,74,64,54.2,104.9,48.3,70.2,56.5,52,76.6
P06493,55.85,65.8,63.9,63.9,44,45.3,71.53333333,35.8,52,56.3
B9A041,52.05,65.8,63.9,89,54.4,43.3,56.86666667,42,64.5,53.6
Q9BWD1,48.2,68.6,63.9,58.4,35.6,31.2,50.6,27.7,43.2,31.7
Q14566,50.1,66.3,63.9,39.9,62.4,46.8,45,32,77.1,44.8
P04899,91.85,97.7,63.8,51.4,82.6,54.6,119.2666667,109.4,105.5,145.75
P32926,81.5,79.5,63.8,397.9,36.7,183.8,84.7,16.8,63.2,89
O43390,64.7,80,63.8,69.3,45.2,43.6,61.03333333,27,47.2,57.05
P11142,58,70,63.8,68.2,48.6,41.9,54.16666667,24.5,35.6,53.7
P23921,53.7,61.3,63.8,480.6,47.7,143.9,32.83333333,18,49.2,39.5
Q9NQ50,60.75,74.7,63.8,91.5,45.1,14.5,90.53333333,18.8,76.2,49.85
P10606,75.95,80.7,63.7,56.4,53.3,38.8,93.86666667,47.2,45.9,67.6
H0YGX7,71.1,70,63.7,105.3,171.2,99,47.9,126.7,64.6,132.65
P05787,50.3,86.9,63.7,65.9,39.8,34,65.53333333,26.3,43.5,54.2
P01011,141.75,53.2,63.5,69.6,86.1,48.7,90.33333333,52.6,65.5,214.35
P62258,56,66.7,63.5,103.8,44.5,45.7,61.03333333,23.2,60.9,51.6
P13688,56.35,61.2,63.4,117.7,76.3,63.5,171.5,21.5,130.3,56.8
Q12931,53,65.8,63.4,64.8,39.6,32,58.9,23,63.2,44.6
O60234,135.5,52.1,63.2,42.9,366.5,93.6,64.23333333,122,116,46
Q00839,55.5,83.4,63.2,63.4,47.8,34.8,41.5,35,38.6,52.35
P30041,47.5,59.8,63.2,88.2,62,40.3,36.1,23.6,28.9,31.2
Q9Y3F4,56,66.8,63.1,76.4,62.3,53.3,64.63333333,29.6,106,64.6
G3XDA5,36.15,57.8,63.1,69.6,25.5,23.2,309.3666667,18.6,65,50.65
U3KQT1,61.2,67,63,75.3,79.7,48.6,47.73333333,25.5,41.5,62.9
A8MT72,52.45,60.7,63,52.3,72.7,61.8,66.06666667,142.8,71.2,167.95
P27348,68.7,88.7,62.9,98.7,44.7,52.4,67.76666667,30.3,57,62.5
O76021,29.35,92.1,62.7,91.1,0,39.6,61,20.5,53.1,37.75
M0R0M7,107,74.6,62.6,58.6,123.7,48.9,72.96666667,90.5,139.3,91.45
O75367,97.65,76.6,62.5,67.1,137.2,68.3,55.9,89.1,54.8,156.55
O75431,59.95,103.9,62.5,45.9,94.9,29.2,83.56666667,55.8,92.1,62.05
Q02878,54.15,78.6,62.5,54.5,47.9,35.1,53.1,44.3,48.9,52.5
Q5TBF5,56.4,105.6,62.3,54.9,37.4,33.7,53.13333333,19.8,622.7,61.2
Q96HR9,74.65,70.7,62.3,127.6,232.1,215.1,53.6,41.1,222,46.7
A0A3B3IUA2,61.35,48.4,62,127.6,45.8,55.9,56.26666667,27.1,51.7,55.7
Q01518,55.95,67.9,62,72.1,68.6,61.1,59.93333333,34.9,60.2,64.8
P41091,55.55,68.6,61.9,57,76.1,45.8,62.7,57,49,65.9
P29401,57.75,68.3,61.9,83.8,74.3,47.9,69.56666667,93.6,73.1,113.4
Q12904,44.05,57.6,61.9,20.1,55.5,25.2,43.33333333,20,25.7,33
P35606,90.05,104.3,61.8,55.4,50.9,44.7,96.13333333,34.6,58.1,74.9
H3BQZ9,61.25,70.9,61.8,74.7,69.3,44.3,87.16666667,63.8,67.6,68.85
Q13200,67.45,77,61.8,87,51.6,47.7,94.96666667,46.1,52.7,66.4
P06576,55.95,70.5,61.8,67,41.8,52.7,49.03333333,38.8,65.4,48
P25786,52.4,75.6,61.8,89.1,57.5,40.9,51.43333333,33.2,54.7,57.95
A0A5F9ZHH9,61.65,90.7,61.6,74.1,54.2,50.8,71.66666667,35.5,59.7,66.25
Q96PK6,51.15,79.1,61.6,61.6,60.8,47.2,83.4,48.3,66.6,64.6
P14618,71.9,71.9,61.5,111.8,81.7,124.4,70.16666667,38.9,58.8,65.15
X6RDA4,24.5,0,61.5,0,0,0,0,0,91.6,4.8
P13489,76.1,85.7,61.4,274.1,60.8,94.2,83.73333333,27.4,59.3,61.8
H7BZW6,53.15,84.8,61.3,80.6,43.9,47.1,80.2,35.7,39.9,54.35
Q5T5C7,57.85,78.4,61.2,90.1,36.5,42.8,61.6,28.2,54.6,49.85
Q99460,93.8,112.1,61.1,97,49.5,64.9,117.3666667,54.3,53.2,72.75
A0A5F9ZH72,58.6,64,61.1,78.6,72.5,75.4,55.63333333,34.8,52.9,49.15
P02452,46.95,102.1,60.9,47.2,37,37.9,147.3,52.7,378.7,58.2
P40429,48,65.1,60.9,45.5,32.1,28.1,26.23333333,13.3,32.3,37.7
Q9NT62,80.35,70.8,60.8,152.3,61.7,71.1,43.66666667,34.2,74.3,52.5
Q5T4S7,94.9,131.5,60.7,78.4,40.3,28,86.83333333,42.3,119.2,84.65
A0A3B3ITD8,52,44,60.7,32.1,64.4,25.3,64.43333333,91.9,39.2,66
P09382,53.35,99.4,60.7,122.1,57.7,103.7,50.73333333,20.7,45.2,78.3
H3BNC9,54.4,61.6,60.6,49.6,46.9,27.1,65.76666667,39.5,36.7,49.6
G5E972,69.9,82.9,60.5,54.5,87.9,48.4,59.43333333,42.8,48.1,91.1
P61326,47.8,71.6,60.5,24.5,63.3,28.3,31.46666667,56.1,25.7,48.3
Q96BX8,101.35,61.3,60.4,48,82.4,38.2,167.2666667,94,82.6,105.35
E9PBF6,61.5,76.8,60.4,65.1,45.3,55.7,84.03333333,36.3,53.8,61.1
P52597,52,69.2,60.4,58.4,46.8,42.8,66.56666667,36.2,56.8,52.95
Q9BWJ5,47.3,83.4,60.3,56.3,49.9,35.8,56.23333333,52.6,76.2,61.4
Q13263,52.15,74.1,60.3,72.4,56,57.5,59.4,38.3,56.1,49.95
D6RF35,88.9,65.4,60.2,88.6,222.6,110.3,107.8,37.8,98.4,112.3
P30153,57.2,69,60.2,67.3,56.2,41.2,50.3,33,50.7,47.8
P30101,57.2,68.6,60.2,103.3,76.1,92.4,57.03333333,66.8,74.8,56.6
A8MVU1,98.95,86.9,60.1,52.2,117.3,47.9,89.3,128,46.9,137.7
E7EQ69,84.6,84.1,60.1,81,45.2,53.5,66.26666667,55.3,69.8,107.65
Q8WYP3,91.5,64.4,60.1,96,100.5,59.9,139,76.3,112.9,129.25
P14927,69.9,74.6,60.1,49.9,84.8,39.9,73.23333333,74.3,46.5,61.95
H9KV28,59.35,65.3,60.1,72.7,69.1,57.5,55.26666667,42,85.2,57.9
H0YLR3,71.3,100.6,60.1,121.7,80.6,46.8,82.46666667,38.4,62,79.6
Q9HB71,50.15,70.6,60,51,37.4,31.8,53.76666667,21,86.6,46.65
P05388,44.4,56.6,60,55.7,31.8,39.7,42.93333333,25.7,31.5,44.5
P15880,57.45,71.2,59.9,79.3,44.3,41.4,60.13333333,40.6,46.1,52.3
P17987,54.4,66.2,59.8,61.4,37.7,41.4,57.2,24.2,43.4,51.05
P26641,43.3,73.2,59.8,51.9,52.3,32.2,40.16666667,45.3,31.7,53.55
P46778,45.55,78,59.7,57.4,43.7,37.1,62.23333333,24.5,40.4,35.55
P30050,63.15,63.5,59.6,43.9,27.7,29.3,69.86666667,30.7,29,65.45
A0A0G2JIW1,73.65,74.6,59.6,64.2,58.3,55.8,56.9,33.3,46.5,67.05
P02765,60.5,53.9,59.6,164.6,113.2,184.3,85.66666667,33.9,139.1,62.9
Q9HD89,60.2,73.7,59.6,100.6,46.5,41.8,157.7333333,24.8,323.2,60.45
